"start_time","end_time","sla_type","sla_name","task_number","duration","stage"
"2018-09-12 21:10:58","2018-09-12 21:41:55","SLA","Base-RequestedItem-3: 8hrs","TASK0354995","1857","Achieved"
"2018-09-12 21:09:58","2018-09-12 21:39:49","SLA","Base-RequestedItem-3: 8hrs","TASK0354993","1791","Achieved"
"2018-09-12 19:54:12","2018-09-12 21:03:11","SLA","Base-RequestedItem-2: 4hrs","TASK0354987","4139","Achieved"
"2018-09-12 19:37:28","2018-09-12 20:48:02","SLA","Base-INC-Resolve-3","INC0471639","4234","Achieved"
"2018-09-12 19:37:28","2018-09-12 20:46:38","SLA","Base-INC-Respond-3","INC0471639","4150","Not complied with"
"2018-09-12 18:41:49","2018-09-12 19:44:16","SLA","Base-RequestedItem-2: 4hrs","TASK0354981","3747","Achieved"
"2018-09-10 15:30:23","2018-09-12 19:36:05","SLA","Base-RequestedItem-3: 8hrs","TASK0354421","6604","Achieved"
"2018-09-12 14:48:05","2018-09-12 19:32:06","SLA","Base-RequestedItem-3: 8hrs","TASK0354923","8343","Achieved"
"2018-09-12 10:27:46","2018-09-12 19:23:21","SLA","Base-RequestedItem-3: 8hrs","TASK0354842","3650","Achieved"
"2018-09-12 14:27:34","2018-09-12 19:14:02","SLA","Base-RequestedItem-3: 8hrs","TASK0354917","10470","Achieved"
"2018-09-12 10:36:16","2018-09-12 19:08:32","SLA","Base-RequestedItem-3: 8hrs","TASK0354848","612","Achieved"
"2018-09-12 10:30:16","2018-09-12 19:00:02","SLA","Base-RequestedItem-3: 8hrs","TASK0354843","1469","Achieved"
"2018-09-12 18:47:54","2018-09-12 18:52:11","SLA","Base-RequestedItem-2: 4hrs","TASK0354983","257","Achieved"
"2018-09-12 14:48:05","2018-09-12 18:51:00","SLA","Base-RequestedItem-3: 8hrs","TASK0354921","3500","Achieved"
"2018-09-12 15:00:08","2018-09-12 18:50:56","SLA","Base-RequestedItem-3: 8hrs","TASK0354935","2778","Achieved"
"2018-09-12 14:49:06","2018-09-12 18:50:53","SLA","Base-RequestedItem-3: 8hrs","TASK0354924","3442","Achieved"
"2018-09-12 14:55:08","2018-09-12 18:50:50","SLA","Base-RequestedItem-3: 8hrs","TASK0354929","3084","Achieved"
"2018-08-28 03:15:15","2018-09-12 18:47:32","SLA","Base-RequestedItem-3: 8hrs","TASK0351665","1075","Achieved"
"2018-08-20 20:02:26","2018-09-12 18:39:13","SLA","Base-INC-Resolve-2","INC0462165","432","Achieved"
"2018-09-12 15:42:50","2018-09-12 18:33:47","SLA","Base-RequestedItem-3: 8hrs","TASK0354947","3513","Achieved"
"2018-09-12 14:53:07","2018-09-12 18:30:33","SLA","Base-RequestedItem-3: 8hrs","TASK0354928","3129","Achieved"
"2018-09-12 14:10:57","2018-09-12 18:29:45","SLA","Base-RequestedItem-3: 8hrs","TASK0354915","5665","Achieved"
"2018-09-10 03:05:44","2018-09-12 17:41:57","SLA","Base-INC-Resolve-3","INC0470265","2120","Achieved"
"2018-09-11 15:56:00","2018-09-12 17:40:52","SLA","Base-INC-Resolve-3","INC0471053","290","Achieved"
"2018-09-11 16:52:44","2018-09-12 17:39:56","SLA","Base-INC-Resolve-3","INC0471068","414","Achieved"
"2018-09-07 09:36:45","2018-09-12 17:28:40","SLA","Base-INC-Resolve-3","INC0469904","1938","Achieved"
"2018-09-12 16:29:55","2018-09-12 16:42:35","SLA","Base-INC-Respond-3","INC0471598","760","Achieved"
"2018-09-12 16:17:24","2018-09-12 16:40:18","SLA","Base-INC-Resolve-3","INC0471586","1374","Achieved"
"2018-09-12 16:17:24","2018-09-12 16:32:51","SLA","Base-INC-Respond-3","INC0471586","927","Achieved"
"2018-09-12 16:05:35","2018-09-12 16:31:58","SLA","Base-INC-Respond-3","INC0471579","1583","Achieved"
"2018-09-12 16:05:52","2018-09-12 16:11:05","SLA","Base-INC-Respond-3","INC0471591","313","Achieved"
"2018-09-12 15:44:57","2018-09-12 16:03:14","SLA","Base-INC-Resolve-3","INC0471582","1097","Achieved"
"2018-09-12 15:14:45","2018-09-12 15:49:52","SLA","Base-RequestedItem-3: 8hrs","TASK0354940","2107","Achieved"
"2018-09-12 15:29:49","2018-09-12 15:49:28","SLA","Base-INC-Respond-3","INC0471580","1179","Achieved"
"2018-09-12 15:44:57","2018-09-12 15:47:19","SLA","Base-INC-Respond-3","INC0471582","142","Achieved"
"2018-09-12 15:27:48","2018-09-12 15:34:04","SLA","Base-RequestedItem-2: 4hrs","TASK0354944","376","Achieved"
"2018-09-12 15:29:48","2018-09-12 15:34:04","SLA","Base-INC-Respond-3","INC0471579","256","Achieved"
"2018-09-12 15:27:48","2018-09-12 15:34:04","SLA","Base-RequestedItem-5: 4days","TASK0354944","376","Achieved"
"2018-09-12 14:52:29","2018-09-12 15:27:21","SLA","Base-RequestedItem-2: 4hrs","TASK0354927","2092","Achieved"
"2018-09-12 14:52:29","2018-09-12 15:27:21","SLA","Base-RequestedItem-5: 4days","TASK0354927","2092","Achieved"
"2018-09-12 15:04:13","2018-09-12 15:08:53","SLA","Base-INC-Respond-3","INC0471570","280","Achieved"
"2018-09-12 14:25:33","2018-09-12 14:28:55","SLA","Base-INC-Respond-3","INC0471550","202","Achieved"
"2018-09-12 13:38:53","2018-09-12 14:28:33","SLA","Base-RequestedItem-3: 8hrs","TASK0354906","2980","Achieved"
"2018-09-12 13:28:20","2018-09-12 14:12:24","SLA","Base-RequestedItem-3: 8hrs","TASK0354897","2644","Achieved"
"2018-09-12 13:38:52","2018-09-12 14:12:21","SLA","Base-RequestedItem-3: 8hrs","TASK0354904","2009","Achieved"
"2018-09-12 13:40:03","2018-09-12 14:08:46","SLA","Base-INC-Resolve-3","INC0471527","1723","Achieved"
"2018-09-12 13:40:03","2018-09-12 13:43:05","SLA","Base-INC-Respond-3","INC0471527","182","Achieved"
"2018-09-12 13:19:01","2018-09-12 13:21:35","SLA","Base-INC-Respond-3","INC0471378","154","Achieved"
"2018-09-12 09:01:21","2018-09-12 13:20:42","SLA","Base-INC-Resolve-3","INC0471396","1541","Achieved"
"2018-09-12 12:56:10","2018-09-12 13:19:18","SLA","Base-INC-Respond-3","INC0471519","1388","Achieved"
"2018-09-07 08:31:41","2018-09-12 13:10:41","SLA","Base-INC-Resolve-3","INC0469884","9317","Achieved"
"2018-09-12 12:32:37","2018-09-12 13:02:36","SLA","Base-RequestedItem-2: 4hrs","TASK0354882","1799","Achieved"
"2018-09-12 10:47:21","2018-09-12 12:52:34","SLA","Base-RequestedItem-3: 8hrs","TASK0354852","7513","Achieved"
"2018-09-12 10:24:14","2018-09-12 12:49:42","SLA","Base-RequestedItem-3: 8hrs","TASK0354840","1877","Achieved"
"2018-09-07 15:40:36","2018-09-12 12:38:18","SLA","Base-INC-Resolve-3","INC0469219","6682","Achieved"
"2018-09-12 12:20:27","2018-09-12 12:25:07","SLA","Base-INC-Respond-3","INC0471508","280","Achieved"
"2018-09-12 11:54:30","2018-09-12 12:10:00","SLA","Base-RequestedItem-2: 4hrs","TASK0354870","930","Achieved"
"2018-09-11 18:50:30","2018-09-12 11:45:22","SLA","Base-RequestedItem-3: 8hrs","TASK0354717","630","Achieved"
"2018-09-12 09:35:02","2018-09-12 11:45:13","SLA","Base-RequestedItem-3: 8hrs","TASK0354813","7811","Achieved"
"2018-09-12 09:46:05","2018-09-12 10:57:56","SLA","Base-RequestedItem-3: 8hrs","TASK0354826","4311","Achieved"
"2018-09-12 09:45:36","2018-09-12 10:06:19","SLA","Base-RequestedItem-2: 4hrs","TASK0354824","1243","Achieved"
"2018-09-12 09:33:31","2018-09-12 09:36:29","SLA","Base-INC-Respond-3","INC0471412","178","Achieved"
"2018-09-12 09:10:45","2018-09-12 09:32:51","SLA","Base-INC-Respond-3","INC0470542","1326","Achieved"
"2018-09-12 08:48:23","2018-09-12 09:27:39","SLA","Base-INC-Respond-3","INC0471387","2356","Achieved"
"2018-09-12 08:37:00","2018-09-12 09:17:22","SLA","Base-INC-Respond-3","INC0471378","2422","Achieved"
"2018-09-12 09:09:06","2018-09-12 09:16:01","SLA","Base-INC-Respond-3","INC0471397","415","Achieved"
"2018-09-12 08:37:53","2018-09-12 09:11:06","SLA","Base-INC-Resolve-3","INC0470855","1993","Achieved"
"2018-09-12 09:01:21","2018-09-12 09:08:02","SLA","Base-INC-Respond-3","INC0471396","401","Achieved"
"2018-09-06 15:11:24","2018-09-12 08:33:48","SLA","Base-INC-Resolve-3","INC0469651","5414","Achieved"
"2018-09-12 08:07:57","2018-09-12 08:09:15","SLA","Base-INC-Respond-3","INC0471360","78","Achieved"
"2018-09-12 07:29:42","2018-09-12 08:06:46","SLA","Base-RequestedItem-2: 4hrs","TASK0354776","2224","Achieved"
"2018-09-12 07:43:45","2018-09-12 08:03:45","SLA","Base-RequestedItem-2: 4hrs","TASK0354782","1200","Achieved"
"2018-09-11 04:46:46","2018-09-12 07:40:29","SLA","Base-INC-Resolve-3","INC0470519","24241","Achieved"
"2018-09-07 05:13:02","2018-09-12 06:33:03","SLA","Base-INC-Resolve-3","INC0469836","9801","Achieved"
"2018-09-12 05:24:51","2018-09-12 05:33:24","SLA","Base-INC-Respond-3","INC0471306","513","Achieved"
"2018-09-12 03:42:26","2018-09-12 04:54:37","SLA","Base-RequestedItem-3: 8hrs","TASK0354757","4331","Achieved"
"2018-09-12 04:30:07","2018-09-12 04:32:44","SLA","Base-INC-Respond-3","INC0470880","157","Achieved"
"2018-09-11 08:50:27","2018-09-12 04:25:39","SLA","Base-INC-Resolve-3","INC0470855","3926","Achieved"
"2018-09-11 10:43:14","2018-09-12 04:17:48","SLA","Base-INC-Resolve-2","INC0470927","1503","Achieved"
"2018-09-12 03:47:58","2018-09-12 04:11:10","SLA","Base-RequestedItem-3: 8hrs","TASK0354758","1392","Achieved"
"2018-09-06 03:49:47","2018-09-12 03:30:47","SLA","Base-INC-Resolve-3","INC0466073","3341","Achieved"
"2018-09-10 21:45:55","2018-09-12 03:10:26","SLA","Base-RequestedItem-3: 8hrs","TASK0354455","10884","Achieved"
"2018-09-11 22:36:31","2018-09-12 02:08:24","SLA","Base-RequestedItem-5: 4days","TASK0354737","12713","Achieved"
"2018-09-11 22:36:31","2018-09-12 02:08:24","SLA","Base-RequestedItem-2: 4hrs","TASK0354737","12713","Achieved"
"2018-09-12 01:30:02","2018-09-12 01:44:09","SLA","Base-RequestedItem-3: 8hrs","TASK0354741","847","Achieved"
"2018-09-11 23:25:53","2018-09-11 23:29:19","SLA","Base-INC-Resolve-3","INC0471135","206","Achieved"
"2018-09-11 22:57:41","2018-09-11 23:15:13","SLA","Base-INC-Resolve-3","INC0471125","1052","Achieved"
"2018-09-11 22:57:41","2018-09-11 23:04:26","SLA","Base-INC-Respond-3","INC0471125","405","Achieved"
"2018-09-11 22:36:50","2018-09-11 22:42:32","SLA","Base-RequestedItem-3: 8hrs","TASK0354738","342","Achieved"
"2018-09-11 22:09:12","2018-09-11 22:31:52","SLA","Base-RequestedItem-3: 8hrs","TASK0354733","1360","Achieved"
"2018-09-11 22:09:42","2018-09-11 22:16:44","SLA","Base-RequestedItem-2: 4hrs","TASK0354734","422","Achieved"
"2018-09-11 19:13:04","2018-09-11 21:43:56","SLA","Base-RequestedItem-3: 8hrs","TASK0354719","2665","Achieved"
"2018-08-29 22:20:00","2018-09-11 21:25:30","SLA","Base-INC-Resolve-3","INC0466862","206","Achieved"
"2018-09-11 17:36:16","2018-09-11 17:37:30","SLA","Base-RequestedItem-2: 4hrs","TASK0354710","74","Achieved"
"2018-09-11 17:36:16","2018-09-11 17:37:30","SLA","Base-RequestedItem-5: 4days","TASK0354710","74","Achieved"
"2018-09-11 12:23:53","2018-09-11 17:36:25","SLA","Base-INC-Resolve-3","INC0470914","2086","Achieved"
"2018-09-11 15:21:19","2018-09-11 17:35:46","SLA","Base-RequestedItem-2: 4hrs","TASK0354683","8067","Achieved"
"2018-09-11 15:21:19","2018-09-11 17:35:46","SLA","Base-RequestedItem-5: 4days","TASK0354683","8067","Achieved"
"2018-09-11 17:17:42","2018-09-11 17:24:30","SLA","Base-RequestedItem-3: 8hrs","TASK0354706","408","Achieved"
"2018-09-11 13:14:40","2018-09-11 17:09:22","SLA","Base-RequestedItem-2: 4hrs","TASK0354652","14082","Achieved"
"2018-09-11 16:52:44","2018-09-11 16:55:48","SLA","Base-INC-Respond-3","INC0471068","184","Achieved"
"2018-09-11 16:05:23","2018-09-11 16:51:37","SLA","Base-RequestedItem-3: 8hrs","TASK0354697","2774","Achieved"
"2018-09-10 16:16:27","2018-09-11 16:16:09","SLA","Base-RequestedItem-2: 4hrs","TASK0354432","2394","Achieved"
"2018-09-11 15:53:38","2018-09-11 16:11:06","SLA","Base-INC-Resolve-3","INC0470825","1048","Achieved"
"2018-09-11 15:56:00","2018-09-11 15:59:40","SLA","Base-INC-Respond-3","INC0471053","220","Achieved"
"2018-09-11 15:53:38","2018-09-11 15:58:53","SLA","Base-INC-Respond-3","INC0470825","315","Achieved"
"2018-09-11 14:58:41","2018-09-11 15:23:23","SLA","Base-RequestedItem-2: 4hrs","TASK0354677","774","Achieved"
"2018-09-11 13:04:28","2018-09-11 15:22:39","SLA","Base-RequestedItem-2: 4hrs","TASK0354649","8291","Achieved"
"2018-09-11 13:46:53","2018-09-11 15:15:46","SLA","Base-RequestedItem-3: 8hrs","TASK0354664","5333","Achieved"
"2018-09-11 14:39:44","2018-09-11 15:00:58","SLA","Base-RequestedItem-2: 4hrs","TASK0354674","1274","Achieved"
"2018-09-11 09:29:00","2018-09-11 14:48:01","SLA","Base-RequestedItem-3: 8hrs","TASK0354541","11790","Achieved"
"2018-09-11 14:39:06","2018-09-11 14:42:49","SLA","Base-INC-Respond-3","INC0471026","223","Achieved"
"2018-09-11 14:36:39","2018-09-11 14:41:58","SLA","Base-INC-Respond-3","INC0471023","319","Achieved"
"2018-09-11 11:39:55","2018-09-11 14:10:33","SLA","Base-RequestedItem-3: 8hrs","TASK0354633","3745","Achieved"
"2018-09-11 11:30:26","2018-09-11 14:05:00","SLA","Base-RequestedItem-3: 8hrs","TASK0354602","4283","Achieved"
"2018-09-11 11:31:54","2018-09-11 14:02:32","SLA","Base-RequestedItem-3: 8hrs","TASK0354606","4192","Achieved"
"2018-09-11 13:52:27","2018-09-11 14:00:25","SLA","Base-INC-Respond-3","INC0471018","478","Achieved"
"2018-09-11 10:59:17","2018-09-11 13:57:38","SLA","Base-RequestedItem-3: 8hrs","TASK0354584","6144","Achieved"
"2018-09-10 09:02:23","2018-09-11 13:34:16","SLA","Base-RequestedItem-3: 8hrs","TASK0354246","423","Achieved"
"2018-09-05 04:26:17","2018-09-11 13:22:08","SLA","Base-RequestedItem-3: 8hrs","TASK0353355","4404","Achieved"
"2018-09-11 13:07:07","2018-09-11 13:15:02","SLA","Base-INC-Respond-2","INC0471001","475","Achieved"
"2018-09-09 13:34:49","2018-09-11 13:14:14","SLA","Base-RequestedItem-3: 8hrs","TASK0354137","6193","Achieved"
"2018-09-11 09:27:30","2018-09-11 13:08:48","SLA","Base-RequestedItem-3: 8hrs","TASK0354540","1437","Achieved"
"2018-08-31 07:32:49","2018-09-11 13:08:17","SLA","Base-INC-Resolve-3","INC0467527","2670","Achieved"
"2018-09-11 09:29:00","2018-09-11 13:06:41","SLA","Base-RequestedItem-3: 8hrs","TASK0354543","1482","Achieved"
"2018-09-11 05:09:11","2018-09-11 13:03:52","SLA","Base-INC-Resolve-3","INC0465252","28481","Achieved"
"2018-09-11 12:23:53","2018-09-11 12:51:19","SLA","Base-INC-Respond-3","INC0470914","1646","Achieved"
"2018-09-11 11:39:54","2018-09-11 11:59:15","SLA","Base-RequestedItem-2: 4hrs","TASK0354630","1161","Achieved"
"2018-09-11 09:27:30","2018-09-11 11:56:52","SLA","Base-RequestedItem-3: 8hrs","TASK0354538","8962","Achieved"
"2018-09-11 11:37:54","2018-09-11 11:56:17","SLA","Base-RequestedItem-2: 4hrs","TASK0354626","1103","Achieved"
"2018-09-11 11:34:24","2018-09-11 11:53:25","SLA","Base-RequestedItem-2: 4hrs","TASK0354615","1141","Achieved"
"2018-09-11 11:32:55","2018-09-11 11:50:40","SLA","Base-RequestedItem-2: 4hrs","TASK0354611","1065","Achieved"
"2018-09-11 11:31:55","2018-09-11 11:47:14","SLA","Base-RequestedItem-2: 4hrs","TASK0354609","919","Achieved"
"2018-09-11 11:30:25","2018-09-11 11:44:30","SLA","Base-RequestedItem-2: 4hrs","TASK0354601","845","Achieved"
"2018-09-11 11:14:59","2018-09-11 11:41:39","SLA","Base-RequestedItem-2: 4hrs","TASK0354597","1600","Achieved"
"2018-09-11 11:29:55","2018-09-11 11:37:12","SLA","Base-INC-Respond-2","INC0470962","437","Achieved"
"2018-09-11 11:33:12","2018-09-11 11:36:19","SLA","Base-INC-Resolve-2","INC0470964","187","Achieved"
"2018-09-11 11:33:12","2018-09-11 11:36:19","SLA","Base-INC-Respond-2","INC0470964","187","Achieved"
"2018-09-11 11:11:48","2018-09-11 11:36:08","SLA","Base-RequestedItem-2: 4hrs","TASK0354594","1460","Achieved"
"2018-09-11 11:14:04","2018-09-11 11:34:34","SLA","Base-RequestedItem-2: 4hrs","TASK0354595","1230","Achieved"
"2018-09-11 11:11:15","2018-09-11 11:32:41","SLA","Base-RequestedItem-2: 4hrs","TASK0354592","1286","Achieved"
"2018-09-11 10:40:12","2018-09-11 11:25:55","SLA","Base-RequestedItem-3: 8hrs","TASK0354573","2743","Achieved"
"2018-09-11 11:11:51","2018-09-11 11:16:21","SLA","Base-INC-Respond-3","INC0470944","270","Achieved"
"2018-09-11 11:00:17","2018-09-11 11:12:14","SLA","Base-INC-Resolve-3","INC0470931","717","Achieved"
"2018-09-11 10:43:14","2018-09-11 11:05:27","SLA","Base-INC-Respond-2","INC0470927","1333","Achieved"
"2018-09-11 11:00:17","2018-09-11 11:04:33","SLA","Base-INC-Respond-3","INC0470931","256","Achieved"
"2018-09-11 10:05:20","2018-09-11 10:28:35","SLA","Base-INC-Respond-3","INC0465811","1395","Achieved"
"2018-09-11 10:17:52","2018-09-11 10:21:37","SLA","Base-INC-Resolve-3","INC0470877","225","Achieved"
"2018-09-11 09:27:59","2018-09-11 10:04:18","SLA","Base-INC-Resolve-3","INC0470877","653","Achieved"
"2018-09-11 09:30:30","2018-09-11 10:00:48","SLA","Base-INC-Respond-3","INC0470880","1818","Achieved"
"2018-09-11 08:50:27","2018-09-11 09:53:26","SLA","Base-INC-Respond-3","INC0470855","3779","Not complied with"
"2018-09-11 09:38:03","2018-09-11 09:42:44","SLA","Base-INC-Resolve-3","INC0470886","281","Achieved"
"2018-09-11 09:38:03","2018-09-11 09:40:00","SLA","Base-INC-Respond-3","INC0470886","117","Achieved"
"2018-09-11 08:05:40","2018-09-11 09:38:19","SLA","Base-RequestedItem-3: 8hrs","TASK0354507","5559","Achieved"
"2018-09-11 09:25:07","2018-09-11 09:35:43","SLA","Base-RequestedItem-2: 4hrs","TASK0354532","636","Achieved"
"2018-09-11 09:27:59","2018-09-11 09:33:56","SLA","Base-INC-Respond-3","INC0470877","357","Achieved"
"2018-09-10 16:22:56","2018-09-11 09:33:10","SLA","Base-INC-Resolve-3","INC0470620","913","Achieved"
"2018-09-10 14:17:57","2018-09-11 09:32:13","SLA","Base-INC-Resolve-3","INC0470570","761","Achieved"
"2018-09-10 14:19:21","2018-09-11 09:31:39","SLA","Base-INC-Resolve-3","INC0470572","674","Achieved"
"2018-09-11 08:05:07","2018-09-11 08:49:01","SLA","Base-INC-Respond-3","INC0470815","2634","Achieved"
"2018-09-11 08:36:00","2018-09-11 08:48:05","SLA","Base-RequestedItem-2: 4hrs","TASK0354515","725","Achieved"
"2018-09-11 08:43:55","2018-09-11 08:45:25","SLA","Base-RequestedItem-3: 8hrs","TASK0354519","90","Achieved"
"2018-09-11 08:23:13","2018-09-11 08:43:55","SLA","Base-RequestedItem-3: 8hrs","TASK0354511","1242","Achieved"
"2018-09-06 10:27:55","2018-09-11 08:07:51","SLA","Base-INC-Resolve-3","INC0469533","2589","Achieved"
"2018-09-10 08:08:05","2018-09-11 07:44:59","SLA","Base-INC-Resolve-3","INC0470365","85014","Achieved"
"2018-09-07 08:15:51","2018-09-11 06:03:13","SLA","Base-INC-Resolve-3","INC0469882","14684","Achieved"
"2018-09-11 05:00:05","2018-09-11 05:19:00","SLA","Base-RequestedItem-3: 8hrs","TASK0354491","1135","Achieved"
"2018-09-11 05:11:49","2018-09-11 05:16:41","SLA","Base-INC-Respond-3","INC0470696","292","Achieved"
"2018-09-11 04:59:21","2018-09-11 05:01:12","SLA","Base-INC-Respond-3","INC0470772","111","Achieved"
"2018-09-11 04:46:46","2018-09-11 04:59:09","SLA","Base-INC-Respond-3","INC0470519","743","Achieved"
"2018-08-27 02:24:39","2018-09-11 04:42:30","SLA","Base-INC-Resolve-3","INC0465252","20617","Achieved"
"2018-09-11 04:07:52","2018-09-11 04:09:56","SLA","Base-INC-Respond-3","INC0470756","124","Achieved"
"2018-09-11 03:50:40","2018-09-11 03:52:31","SLA","Base-INC-Resolve-3","INC0470747","111","Achieved"
"2018-09-11 03:09:08","2018-09-11 03:16:45","SLA","Base-INC-Respond-3","INC0470733","457","Achieved"
"2018-09-10 09:01:23","2018-09-11 03:11:12","SLA","Base-RequestedItem-3: 8hrs","TASK0354245","757","Achieved"
"2018-09-11 02:03:24","2018-09-11 02:07:53","SLA","Base-RequestedItem-3: 8hrs","TASK0354470","269","Achieved"
"2018-09-11 01:54:54","2018-09-11 02:05:55","SLA","Base-RequestedItem-3: 8hrs","TASK0354466","661","Achieved"
"2018-09-05 02:27:53","2018-09-11 02:05:42","SLA","Base-RequestedItem-3: 8hrs","TASK0353336","251","Achieved"
"2018-09-11 01:50:53","2018-09-11 01:57:32","SLA","Base-RequestedItem-2: 4hrs","TASK0354465","399","Achieved"
"2018-09-11 01:45:39","2018-09-11 01:47:57","SLA","Base-INC-Respond-3","INC0470704","138","Achieved"
"2018-09-11 01:30:06","2018-09-11 01:31:37","SLA","Base-INC-Respond-3","INC0470700","91","Achieved"
"2018-09-10 23:47:34","2018-09-11 01:15:46","SLA","Base-INC-Respond-3","INC0470673","5292","Not complied with"
"2018-09-11 01:06:12","2018-09-11 01:09:51","SLA","Base-RequestedItem-5: 4days","TASK0354461","219","Achieved"
"2018-09-11 01:06:12","2018-09-11 01:09:51","SLA","Base-RequestedItem-2: 4hrs","TASK0354461","219","Achieved"
"2018-09-11 01:01:15","2018-09-11 01:09:20","SLA","Base-RequestedItem-2: 4hrs","TASK0354460","485","Achieved"
"2018-09-11 01:01:15","2018-09-11 01:09:20","SLA","Base-RequestedItem-5: 4days","TASK0354460","485","Achieved"
"2018-09-11 01:01:04","2018-09-11 01:05:45","SLA","Base-RequestedItem-2: 4hrs","TASK0354459","281","Achieved"
"2018-09-11 01:01:04","2018-09-11 01:05:45","SLA","Base-RequestedItem-5: 4days","TASK0354459","281","Achieved"
"2018-09-10 21:48:40","2018-09-11 01:05:16","SLA","Base-INC-Resolve-3","INC0470661","11796","Achieved"
"2018-09-10 22:21:31","2018-09-11 00:30:13","SLA","Base-INC-Respond-3","INC0470668","7722","Not complied with"
"2018-09-10 21:46:01","2018-09-11 00:20:35","SLA","Base-INC-Resolve-3","INC0470659","9274","Achieved"
"2018-09-11 00:19:15","2018-09-11 00:19:22","SLA","Base-INC-Resolve-3","INC0470658","7","Achieved"
"2018-09-11 00:15:39","2018-09-11 00:16:10","SLA","Base-INC-Resolve-3","INC0470660","31","Achieved"
"2018-09-10 21:44:42","2018-09-10 23:39:37","SLA","Base-INC-Resolve-3","INC0470658","6895","Achieved"
"2018-09-10 21:47:22","2018-09-10 23:35:04","SLA","Base-INC-Resolve-3","INC0470660","6462","Achieved"
"2018-09-10 23:00:19","2018-09-10 23:01:48","SLA","Base-INC-Respond-3","INC0470671","89","Achieved"
"2018-09-10 21:48:40","2018-09-10 21:52:17","SLA","Base-INC-Respond-3","INC0470661","217","Achieved"
"2018-09-10 21:47:22","2018-09-10 21:52:00","SLA","Base-INC-Respond-3","INC0470660","278","Achieved"
"2018-09-10 21:44:42","2018-09-10 21:46:53","SLA","Base-INC-Respond-3","INC0470658","131","Achieved"
"2018-09-10 21:46:01","2018-09-10 21:46:40","SLA","Base-INC-Respond-3","INC0470659","39","Achieved"
"2018-09-03 08:18:08","2018-09-10 19:31:02","SLA","Base-RequestedItem-3: 8hrs","TASK0352901","2517","Achieved"
"2018-09-10 07:45:09","2018-09-10 18:44:24","SLA","Base-RequestedItem-3: 8hrs","TASK0354211","1248","Achieved"
"2018-09-10 15:58:01","2018-09-10 17:19:45","SLA","Base-RequestedItem-3: 8hrs","TASK0354427","4904","Achieved"
"2018-09-10 15:10:50","2018-09-10 17:16:19","SLA","Base-RequestedItem-3: 8hrs","TASK0354418","7529","Achieved"
"2018-09-10 16:20:38","2018-09-10 17:00:44","SLA","Base-RequestedItem-3: 8hrs","TASK0354434","2406","Achieved"
"2018-09-10 15:28:52","2018-09-10 16:58:05","SLA","Base-RequestedItem-3: 8hrs","TASK0354420","5353","Achieved"
"2018-09-10 16:37:44","2018-09-10 16:44:28","SLA","Base-RequestedItem-3: 8hrs","TASK0354438","404","Achieved"
"2018-09-10 15:58:05","2018-09-10 16:39:32","SLA","Base-INC-Resolve-3","INC0470617","2487","Achieved"
"2018-09-10 16:22:56","2018-09-10 16:25:02","SLA","Base-INC-Respond-3","INC0470620","126","Achieved"
"2018-09-10 12:41:02","2018-09-10 16:24:40","SLA","Base-INC-Resolve-3","INC0470531","3474","Achieved"
"2018-09-10 14:12:25","2018-09-10 16:12:54","SLA","Base-INC-Resolve-3","INC0470565","7229","Achieved"
"2018-09-10 15:48:28","2018-09-10 16:12:24","SLA","Base-RequestedItem-3: 8hrs","TASK0354425","1436","Achieved"
"2018-09-10 15:07:17","2018-09-10 16:06:24","SLA","Base-RequestedItem-3: 8hrs","TASK0354412","3547","Achieved"
"2018-09-10 15:47:27","2018-09-10 16:05:36","SLA","Base-RequestedItem-3: 8hrs","TASK0354424","1089","Achieved"
"2018-09-10 15:58:05","2018-09-10 15:59:29","SLA","Base-INC-Respond-3","INC0470617","84","Achieved"
"2018-09-10 15:01:15","2018-09-10 15:19:45","SLA","Base-RequestedItem-3: 8hrs","TASK0354409","1110","Achieved"
"2018-09-10 14:12:25","2018-09-10 15:15:40","SLA","Base-INC-Respond-3","INC0470565","3795","Not complied with"
"2018-09-10 13:33:46","2018-09-10 15:08:33","SLA","Base-RequestedItem-3: 8hrs","TASK0354396","5687","Achieved"
"2018-09-10 13:05:05","2018-09-10 15:05:24","SLA","Base-INC-Resolve-3","INC0470536","7219","Achieved"
"2018-09-10 14:19:21","2018-09-10 14:27:01","SLA","Base-INC-Respond-3","INC0470572","460","Achieved"
"2018-09-10 14:17:57","2018-09-10 14:26:26","SLA","Base-INC-Respond-3","INC0470570","509","Achieved"
"2018-09-10 13:38:49","2018-09-10 13:49:53","SLA","Base-INC-Respond-3","INC0470550","664","Achieved"
"2018-09-10 13:37:19","2018-09-10 13:49:36","SLA","Base-INC-Respond-3","INC0470549","737","Achieved"
"2018-09-10 13:36:19","2018-09-10 13:49:18","SLA","Base-INC-Respond-3","INC0470548","779","Achieved"
"2018-09-10 13:05:05","2018-09-10 13:48:02","SLA","Base-INC-Respond-3","INC0470536","2577","Achieved"
"2018-09-06 09:15:19","2018-09-10 13:37:11","SLA","Base-INC-Resolve-3","INC0469490","19810","Achieved"
"2018-09-10 12:30:21","2018-09-10 13:33:49","SLA","Base-RequestedItem-3: 8hrs","TASK0354370","3808","Achieved"
"2018-09-10 13:12:14","2018-09-10 13:21:28","SLA","Base-RequestedItem-5: 4days","TASK0354391","554","Achieved"
